Id,Name,Score,Genres,English,Japanese,Type,Episodes,Producers,Licensors,Studios,Source,Duration,Rating,Ranked,Popularity,Members,Favorites,Min_Duration,Aired_Start,Aired_End,Premiered_Year,Premiered_Season
3044,Tetsuwan Atom (1980),7.14,"Action, Sci-Fi, Adventure, Mecha, Shounen",Astro Boy (1980),鉄腕アトム,TV,52,Nippon Television Network,Manga Entertainment,Tezuka Productions,Manga,24 min. per ep.,G,3048,4842,10325,83,24.0,"Oct 1, 1980","Dec 23, 1981",1980,Fall
3048,In no Houteishiki,6.29,"Hentai, School",Immorality,淫の方程式,OVA,2,Milky Animation Label,JapanAnime,Piko Studio,Manga,30 min. per ep.,Hentai,0,6835,4374,32,30.0,"Mar 25, 2004","Nov 25, 2004",Unknown,Unknown
3050,Panchira Teacher,6.38,"Hentai, School",Panty Flash Teacher,パンチラティーチャー,OVA,2,Green Bunny,Media Blasters,AT-2,Original,30 min. per ep.,Hentai,0,5307,8214,48,30.0,"Nov 26, 2004","Feb 25, 2005",Unknown,Unknown
3051,Yes! Precure 5 Movie: Kagami no Kuni no Miracle Daibouken!,7.25,"Fantasy, Music, Romance, Shoujo",Unknown,映画　Yes! プリキュア５　鏡の国のミラクル大冒険！,Movie,1,Unknown,Unknown,Toei Animation,Original,1 hr. 10 min.,G,2587,6927,4224,5,70.0,"Nov 10, 2007",Unknown,Unknown,Unknown
3053,Ganbare! Kickers,6.82,"Comedy, Drama, Shounen, Sports",Fight! Kickers,がんばれ！キッカーズ,TV,23,Nippon Television Network,Unknown,Studio Pierrot,Manga,23 min. per ep.,G,4345,5476,7615,33,23.0,"Oct 15, 1986","Mar 25, 1987",1986,Fall
3054,La Seine no Hoshi,6.53,"Adventure, Historical, Drama, Shoujo",Unknown,ラ・セーヌの星,TV,39,Unknown,Unknown,Sunrise,Unknown,23 min. per ep.,G,5752,8911,1936,5,23.0,"Apr 4, 1975","Dec 26, 1975",1975,Spring
3056,Natural,5.98,Hentai,Unknown,ナチュラル,OVA,2,Green Bunny,Unknown,Unknown,Visual novel,30 min. per ep.,Hentai,0,9098,1812,1,30.0,"Feb 25, 1999","May 25, 1999",Unknown,Unknown
3057,Loveless Specials,6.56,"Comedy, Supernatural, Romance, Fantasy, Josei, Shounen Ai",Unknown,LOVELESS おはよう ラブレスくーん,Special,6,Unknown,Unknown,J.C.Staff,Manga,2 min. per ep.,PG-13,5571,4017,16204,40,2.0,"Nov 1, 2005","Apr 27, 2006",Unknown,Unknown
3058,Darling,6.45,"Hentai, Comedy",Unknown,ダーリン,OVA,3,Kitty Media,Media Blasters,Unknown,Visual novel,26 min. per ep.,Hentai,0,6065,5894,12,26.0,"Feb 18, 2003","Jun 27, 2003",Unknown,Unknown
3059,Ninja Senshi Tobikage,6.99,"Adventure, Mecha, Sci-Fi, Shounen, Space",Ninja Robots,忍者戦士飛影,TV,43,Unknown,Unknown,Studio Pierrot,Original,24 min. per ep.,PG-13,3660,7481,3451,18,24.0,"Oct 6, 1985","Jul 27, 1986",1985,Fall
3060,Dallos,5.97,"Action, Sci-Fi, Mecha",Dallos,ダロス,OVA,4,Unknown,Discotek Media,Studio Pierrot,Original,30 min. per ep.,PG-13,8325,5994,6046,4,30.0,"Dec 21, 1983","Jul 5, 1984",Unknown,Unknown
3062,Futago no Haha Seihonnou,6.23,Hentai,Menage a Twins,双子(フタゴ)ノ母(ハハ)性本能,OVA,2,Milky Animation Label,Unknown,Unknown,Visual novel,30 min. per ep.,Hentai,0,7195,3851,13,30.0,"May 25, 2005","Aug 25, 2005",Unknown,Unknown
3064,Kizuoibito,4.85,"Action, Adventure, Seinen, Thriller",Wounded Man,傷追い人,OVA,5,Unknown,Unknown,Magic Bus,Manga,35 min. per ep.,R+,10736,9704,1419,3,35.0,"Jul 5, 1986","Aug 25, 1988",Unknown,Unknown
3065,Ozanari Dungeon: Kaze no Tou,6.26,"Action, Adventure, Fantasy, Comedy",Unknown,おざなりダンジョン 風の塔,OVA,3,Tokyo Movie Shinsha,Unknown,Telecom Animation Film,Manga,26 min. per ep.,PG-13,7051,9710,1416,3,26.0,"Sep 27, 1991","Dec 20, 1991",Unknown,Unknown
3067,Saraba Uchuu Senkan Yamato: Ai no Senshi-tachi,7.08,"Action, Military, Sci-Fi, Space, Drama",Farewell to Space Battleship Yamato:In the Name of Love,さらば宇宙戦艦ヤマト・愛の戦士たち,Movie,1,Unknown,Unknown,Unknown,Original,2 hr. 32 min.,PG-13,3303,7590,3289,11,152.0,"Aug 5, 1978",Unknown,Unknown,Unknown
3069,Yamato yo Towa ni,6.61,"Action, Military, Sci-Fi, Adventure, Space, Drama",Be Forever Yamato,ヤマトよ永遠に,Movie,1,Unknown,Unknown,Toei Animation,Original,2 hr. 30 min.,PG-13,5318,8105,2657,9,150.0,"Aug 2, 1980",Unknown,Unknown,Unknown
3070,Wakusei Daikaiju Negadon,5.6,"Action, Fantasy, Mecha, Military, Sci-Fi, Space",Negadon:The Monster from Mars,惑星大怪獣　ネガドン,Movie,1,CoMix Wave Films,Central Park Media,Unknown,Original,26 min.,PG-13,9417,10028,1207,1,26.0,"Oct 16, 2005",Unknown,Unknown,Unknown
3071,Uchuu Senkan Yamato: Aratanaru Tabidachi,6.7,"Action, Military, Sci-Fi, Space, Drama",Space Battleship Yamato:The New Voyage,宇宙戦艦ヤマト 新たなる旅立ち,Special,1,Unknown,Unknown,Unknown,Original,1 hr. 35 min.,PG-13,4920,7868,2931,3,95.0,"Jul 31, 1979",Unknown,Unknown,Unknown
3072,Uchuu Senkan Yamato: Kanketsu-hen,6.9,"Action, Military, Sci-Fi, Adventure, Space, Drama",Space Battleship Yamato - Final Chapter,宇宙戦艦ヤマト・完結編,Movie,1,Unknown,Unknown,Toei Animation,Original,2 hr. 43 min.,PG-13,4022,7695,3159,4,163.0,"Mar 19, 1983",Unknown,Unknown,Unknown
3073,Robby to Kerobby,Unknown,"Kids, Comedy",Robby & Kerobby,ロビーとケロビー,TV,52,Aniplex,Unknown,A-1 Pictures,Original,10 min. per ep.,G,11725,14482,224,0,10.0,"Apr 1, 2007","Mar 30, 2008",2007,Spring
3074,Minerva no Kenshi,6.1,"Fantasy, Hentai",Fencer of Minerva,ミネルバの剣士,OVA,5,BEAM Entertainment,Central Park Media,J.C.Staff,Unknown,45 min. per ep.,Hentai,0,8743,2077,8,45.0,"Dec 17, 1994","Dec 18, 1996",Unknown,Unknown
3075,Tondera House no Daibouken,6.23,"Adventure, Historical, Sci-Fi",The Flying House,トンデラハウスの大冒険,TV,52,Unknown,Unknown,Tatsunoko Production,Original,24 min. per ep.,G,7210,10194,1124,6,24.0,"Apr 5, 1982","Mar 28, 1983",1982,Spring
3076,Bishoujo Senshi Sailor Moon SuperS Specials,7.36,"Magic, Romance, Shoujo",Unknown,美少女戦士セーラームーンSuperSスペシャル,Special,3,Unknown,Unknown,Toei Animation,Manga,16 min. per ep.,PG-13,2052,3740,19022,26,16.0,"Apr 8, 1995",Unknown,Unknown,Unknown
3077,Warau Salesman,6.69,"Comedy, Psychological, Supernatural, Drama, Seinen",Laughing Salesman,笑ゥせぇるすまん,TV,103,TBS,Unknown,Shin-Ei Animation,Manga,10 min. per ep.,R+,4943,6855,4347,29,10.0,"Oct 17, 1989","Sep 29, 1992",1989,Fall
3078,Magical Twilight,5.97,"Hentai, Comedy, Magic, Romance",Magical Twilight,マジカルトワイライト,OVA,3,Pink Pineapple,SoftCel Pictures,AIC,Unknown,30 min. per ep.,Hentai,0,9222,1725,3,30.0,"Jul 8, 1994","Jul 21, 1995",Unknown,Unknown
3079,Aoki Ryuusei SPT Layzner,6.96,"Space, Mecha, Military, Sci-Fi",Blue Comet SPT Layzner,蒼き流星SPTレイズナー,TV,38,Unknown,Unknown,Sunrise,Original,24 min. per ep.,PG-13,3761,6522,4923,30,24.0,"Oct 3, 1985","Jun 26, 1986",1985,Fall
3080,Anime Tenchou,6.05,"Action, Parody",Animation Store Manager,アニメ店長,OVA,1,animate Film,Unknown,Gainax,Other,2 min.,G,8009,5046,9342,6,2.0,"Aug 19, 2002",Unknown,Unknown,Unknown
3081,Attacker You!,6.57,"Action, Romance, Shoujo, Sports",Attacker You!,アタッカーＹＯＵ！,TV,58,TV Tokyo,Unknown,Shaft,Manga,23 min. per ep.,R+,5527,6309,5342,24,23.0,"Apr 13, 1984","Jun 21, 1985",1984,Spring
3082,Stairs: Houkago no Album,5.46,Hentai,Unknown,スタイアー ～放課後のアルバム～,OVA,1,Unknown,Media Blasters,Unknown,Manga,30 min.,Hentai,0,9516,1527,1,30.0,"May 21, 2001",Unknown,Unknown,Unknown
3085,Koharu Biyori,6.63,"Sci-Fi, Comedy, Ecchi",Indian Summer,こはるびより,OVA,3,Geneon Universal Entertainment,ADV Films,Daume,Manga,30 min. per ep.,R+,5266,3772,18473,20,30.0,"Oct 15, 2007","Mar 10, 2008",Unknown,Unknown
3086,Strait Jacket,6.85,"Action, Sci-Fi, Fantasy",Unknown,ストレイト・ジャケット,OVA,3,Unknown,Manga Entertainment,feel.,Light novel,26 min. per ep.,R-17+,4224,3363,23526,43,26.0,"Nov 26, 2007","Apr 28, 2008",Unknown,Unknown
3087,Cencoroll,7.21,"Action, Sci-Fi",Unknown,センコロール,Movie,1,Aniplex,Aniplex of America,Think Corporation,Original,26 min.,PG-13,2731,1609,83452,255,26.0,"Jul 28, 2009",Unknown,Unknown,Unknown
3088,Tokyo Marble Chocolate,7.21,"Slice of Life, Romance",Tokyo Marble Chocolate,東京マーブルチョコレート,OVA,2,Frontier Works,Unknown,Production I.G,Original,26 min. per ep.,PG-13,2721,3455,22348,41,26.0,"Dec 5, 2007",Unknown,Unknown,Unknown
3089,The Sky Crawlers,7.3,"Drama, Military",The Sky Crawlers,スカイ・クロラ,Movie,1,Hiroshima Television,Sony Pictures Entertainment,Production I.G,Novel,2 hr. 2 min.,PG-13,2355,2330,47267,260,122.0,"Aug 2, 2008",Unknown,Unknown,Unknown
3090,Aa! Megami-sama!: Tatakau Tsubasa,7.6,"Comedy, Magic, Romance, Seinen, Supernatural",Unknown,ああっ女神さまっ 闘う翼,Special,2,Imagine,Unknown,AIC,Manga,24 min. per ep.,PG-13,1259,3334,24130,32,24.0,"Dec 9, 2007",Unknown,Unknown,Unknown
3091,xxxHOLiC Kei,8.25,"Mystery, Comedy, Psychological, Supernatural, Drama",Unknown,×××HOLiC・継,TV,13,Hal Film Maker,Unknown,Production I.G,Manga,24 min. per ep.,PG-13,263,1244,116297,567,24.0,"Apr 4, 2008","Jun 27, 2008",2008,Spring
3092,Junjou Romantica,7.65,"Comedy, Drama, Romance, Shounen Ai",Junjo Romantica,純情ロマンチカ,TV,12,Frontier Works,Nozomi Entertainment,Studio Deen,Manga,24 min. per ep.,PG-13,1161,720,204190,5152,24.0,"Apr 11, 2008","Jun 27, 2008",2008,Spring
3093,Kekkai,5.31,Hentai,Unknown,結界,OVA,1,NuTech Digital,Unknown,Unknown,Visual novel,30 min.,Hentai,0,9315,1660,1,30.0,"Feb 25, 2002",Unknown,Unknown,Unknown
3095,Sono Kinisasete yo: My My Mai,5.77,"Ecchi, Comedy, Supernatural",My My Mai,その気にさせてよ myマイ舞,OVA,2,AC Create,Central Park Media,J.C.Staff,Unknown,39 min. per ep.,R+,8944,8670,2140,3,39.0,"Dec 16, 1993","Jan 21, 1994",Unknown,Unknown
3098,Shutsugeki! Machine Robo Rescue,6.68,"Action, Mecha, Sci-Fi",Unknown,出撃！マシンロボレスキュー,TV,53,TV Tokyo,Unknown,Sunrise,Unknown,23 min. per ep.,PG,5021,9853,1326,5,23.0,"Jan 8, 2003","Jan 3, 2004",2003,Winter
3099,Juusenshi Gulkeeva,6.31,"Action, Fantasy, Mecha, Super Power",Unknown,獣戦士ガルキーバ,TV,26,TV Tokyo Music,Unknown,Sunrise,Unknown,23 min. per ep.,PG-13,6834,9372,1612,1,23.0,"Apr 4, 1995","Sep 26, 1995",1995,Spring
3101,F-Zero: Falcon Densetsu,6.42,"Action, Sci-Fi, Adventure, Cars, Sports, Mecha, Shounen",F-Zero:GP Legend,F-ZERO ファルコン伝説,TV,51,Studio Jack,4Kids Entertainment,Production Reed,Game,23 min. per ep.,PG,6317,5550,7373,54,23.0,"Oct 7, 2003","Sep 28, 2004",2003,Fall
3102,Kateikyoushi no Oneesan The Animation: H no Hensachi Agechaimasu,7.18,Hentai,Unknown,家庭教師のおねえさん THE ANIMATION～Hの偏差値あげちゃいます～,OVA,2,Pink Pineapple,Unknown,Flavors Soft,Visual novel,30 min. per ep.,Hentai,0,4628,11594,97,30.0,"Apr 27, 2007","Jun 22, 2007",Unknown,Unknown
3104,Geisters: Fractions of the Earth,5.84,"Action, Military, Sci-Fi",Geisters:Fractions of the Earth,ガイスターズ FRACTIONS OF THE EARTH,TV,26,TV Osaka,Unknown,Unknown,Original,24 min. per ep.,PG-13,8704,9973,1237,1,24.0,"Oct 6, 2001","Mar 30, 2002",2001,Fall
3105,Chikansha Thomas,6.02,Hentai,Perverted Thomas,痴漢者トーマス,OVA,1,Unknown,Unknown,Unknown,Visual novel,30 min.,Hentai,0,7562,3314,9,30.0,"Sep 25, 2004",Unknown,Unknown,Unknown
3107,Dark Shell: Ori no Naka no Namameki,6.09,Hentai,Dark Shell:Lust in the Cage,ダーク・シェル 檻の中の艶,OVA,2,Echo,Unknown,Unknown,Original,30 min. per ep.,Hentai,0,6989,4137,7,30.0,"Jun 25, 2003","Sep 25, 2003",Unknown,Unknown
3108,Miboujin: Numeriau Nikuyoku to Midara ni Nureru Mitsusubo,5.93,Hentai,Widow,未亡人～ぬめり合う肉欲と淫らに濡れる蜜壺～,OVA,2,Milky Animation Label,Media Blasters,Studio Jam,Visual novel,30 min. per ep.,Hentai,0,8453,2346,7,30.0,"Jun 25, 2004","Oct 25, 2004",Unknown,Unknown
3109,Mei King,6.06,"Adventure, Comedy, Fantasy, Hentai",Unknown,めい・king,OVA,4,Digital Works,Unknown,Unknown,Visual novel,30 min. per ep.,Hentai,0,9013,1880,3,30.0,"Oct 29, 1999","Jan 19, 2001",Unknown,Unknown
3110,Kaze no Naka no Shoujo: Kinpatsu no Jeanie,7.03,"Drama, Historical",Unknown,風の中の少女 金髪のジェニー,TV,52,TV Tokyo,Unknown,Nippon Animation,Unknown,26 min. per ep.,G,3545,8020,2768,10,26.0,"Oct 15, 1992","Sep 30, 1993",1992,Fall
3111,Nasu: Suitcase no Wataridori,7.12,"Drama, Seinen, Sports",Nasu:A Migratory Bird with Suitcase,茄子 スーツケースの渡り鳥,OVA,1,Unknown,Unknown,Madhouse,Manga,54 min.,PG-13,3102,7787,3040,2,54.0,"Oct 24, 2007",Unknown,Unknown,Unknown
3112,Papillon Rose,4.65,"Ecchi, Magic, Comedy, Parody",Papillon Rose,パピヨンローゼ,TV,6,Unknown,Maiden Japan,Studio Kelmadick,Unknown,25 min. per ep.,R+,10860,7664,3194,3,25.0,"Feb 9, 2006","Mar 17, 2006",2006,Winter
3113,Pinky Street,4.62,"Comedy, Slice of Life",Unknown,ピンキーストリート,OVA,2,Unknown,Unknown,Gonzo,Other,13 min. per ep.,G,10868,10635,921,0,13.0,"Jul 26, 2006",Unknown,Unknown,Unknown
3114,Chiisana Kyojin Microman,6.27,"Action, Adventure, Comedy, Kids, Mecha, Sci-Fi, Shounen, Super Power",Unknown,小さな巨人ミクロマン,TV,52,TV Tokyo,Unknown,Studio Pierrot,Other,25 min. per ep.,G,7015,10782,866,2,25.0,"Jan 4, 1999","Dec 27, 1999",1999,Winter
3115,Toki no Tabibito: Time Stranger,6.07,"Action, Adventure, Romance, Sci-Fi",Unknown,時空[とき]の旅人 Time Stranger,Movie,1,Kadokawa Shoten,Unknown,Madhouse,Novel,1 hr. 35 min.,PG-13,7964,7749,3094,4,95.0,"Dec 20, 1986",Unknown,Unknown,Unknown
3116,Dash! Yonkurou,6.76,"Action, Cars, Sports, Kids, Shounen",Unknown,ダッシュ！四駆郎,TV,25,Aubec,Unknown,Unknown,Manga,24 min. per ep.,G,4618,9479,1555,6,24.0,"Oct 3, 1989","Mar 27, 1990",1989,Fall
3120,Bobby ni Kubittake,6.03,"Drama, Romance, Slice of Life",Unknown,ボビーに首ったけ,Movie,1,Kadokawa Shoten,Unknown,Madhouse,Novel,44 min.,PG-13,8094,7793,3029,6,44.0,"Mar 9, 1985",Unknown,Unknown,Unknown
3121,Kodomo no Jikan OVA,7.09,"Comedy, Ecchi, School",Unknown,こどものじかん OVA,OVA,3,Unknown,Unknown,Diomedéa,Manga,24 min. per ep.,R+,3262,3129,27427,34,24.0,"Sep 11, 2007","Jan 21, 2011",Unknown,Unknown
3125,Tokimeki Tonight,7.17,"Comedy, Fantasy, Romance, Shoujo, Vampire",Unknown,ときめきトゥナイト,TV,34,Toho,Unknown,Group TAC,Manga,24 min. per ep.,PG,2922,5697,6961,34,24.0,"Oct 7, 1982","Sep 22, 1983",1982,Fall
3127,California Crisis: Tsuigeki no Juuka,5.65,"Action, Adventure, Comedy",California Crisis:Gun Salvo,カリフォルニア・クライシス　追撃の銃火,OVA,1,Unknown,Unknown,Studio Unicorn,Original,45 min.,PG-13,9295,6852,4364,7,45.0,"Jul 21, 1986",Unknown,Unknown,Unknown
3129,Kaibutsu-kun,6.51,"Comedy, Horror",Unknown,怪物くん,TV,49,TBS,Unknown,Studio Zero,Manga,25 min. per ep.,PG,5866,10580,943,0,25.0,"Apr 21, 1968","Mar 23, 1969",1968,Spring
3130,Kaibutsu-kun (1980),6.45,"Comedy, Horror, Kids",Unknown,怪物くん (1980),TV,94,Unknown,Unknown,Shin-Ei Animation,Unknown,25 min. per ep.,G,6195,11098,764,1,25.0,"Sep 2, 1980","Sep 28, 1982",1980,Fall
3131,Ashita Tenki ni Naare,6.13,"Sports, Shounen",A Great Super Shot Boy,あした天気になあれ,TV,47,Nihon Ad Systems,Unknown,Tsuchida Productions,Manga,22 min. per ep.,G,7663,11628,611,1,22.0,"Oct 6, 1984","Sep 27, 1985",1984,Fall
3132,Boukensha: The Man Was from Spain,6.24,"Adventure, Historical",Christopher Columbus,冒険者－THE MAN WAS FROM SPAIN－,TV,26,Unknown,Unknown,Nippon Animation,Unknown,25 min. per ep.,G,7162,10629,926,1,25.0,"Nov 28, 1992","Mar 30, 1993",1992,Fall
3135,Dragon's Heaven,6.08,"Action, Adventure, Fantasy, Mecha, Sci-Fi",Dragon's Heaven,ドラゴンズヘブン,OVA,1,Toshiba EMI,Unknown,AIC,Manga,42 min.,PG-13,7895,5940,6217,13,42.0,"Feb 25, 1988",Unknown,Unknown,Unknown
3136,Ochamegami Monogatari: Korokoro Pollon,6.95,"Parody, Magic, Comedy",Little Pollon,おちゃめ神物語コロコロポロン,TV,46,Kokusai Eigasha,Unknown,Unknown,Manga,22 min. per ep.,G,3790,8587,2207,5,22.0,"May 8, 1982","Mar 26, 1984",1982,Spring
3137,Tsurikichi Sanpei,7.04,"Adventure, Sports",Unknown,釣りキチ三平,TV,109,Studio Jack,Unknown,Nippon Animation,Manga,24 min. per ep.,G,3511,7478,3454,14,24.0,"Apr 7, 1980","Jun 28, 1982",1980,Spring
3138,"Solty Rei: Surechigau Kimochi de, Omoi Au Kokoro de.",7.07,"Comedy, Drama",Unknown,"ソルティレイ すれ違うキモチで, 想い合うココロで.",Special,1,AIC,Funimation,Gonzo,Original,43 min.,PG-13,3331,7458,3466,3,43.0,"Jul 26, 2006",Unknown,Unknown,Unknown
3146,GR: Giant Robo,6.43,"Adventure, Mecha, Military, Sci-Fi, Shounen",Unknown,GR -ジャイアントロボ-,TV,13,Soft Garage,Unknown,A.C.G.T.,Unknown,25 min. per ep.,PG-13,6267,8031,2759,3,25.0,"Jan 19, 2007","Jul 20, 2007",2007,Winter
3147,Me gumi no Daigo: Kajiba no Baka Yarou,6.25,"Action, Drama",Daigo of Fire Company,め組の大吾 火事場のバカヤロー,Movie,1,Unknown,Unknown,Sunrise,Manga,45 min.,PG-13,7133,10517,977,2,45.0,"Jul 27, 1999",Unknown,Unknown,Unknown
3151,Genei Toushi Bastof Lemon,6.15,"Adventure, Mecha, Sci-Fi",BASToF Syndrome,幻影闘士バストフレモン,TV,26,Unknown,ADV Films,Dongwoo A&E,Unknown,24 min. per ep.,PG-13,7561,10334,1063,2,24.0,"May 3, 2001","Nov 15, 2001",2001,Spring
3152,Down Load: Namu Amida Butsu wa Ai no Uta,5.78,"Action, Adventure, Psychological, Sci-Fi",Download:Devil's Circuit,DOWN LOAD 南無阿弥陀仏は愛の詩,OVA,1,NEC Avenue,Unknown,Madhouse,Original,47 min.,PG-13,8911,8766,2065,3,47.0,"Dec 18, 1992",Unknown,Unknown,Unknown
3153,Kagaku Ninja-tai Gatchaman (Movie),6.11,"Action, Adventure, Sci-Fi, Shounen",Unknown,科学忍者隊 ガッチャマン,Movie,1,Imagi,Sentai Filmworks,Tatsunoko Production,Unknown,1 hr. 51 min.,PG-13,7771,9804,1354,2,111.0,"Jul 15, 1978",Unknown,Unknown,Unknown
3154,Gatchaman,6.42,"Action, Adventure, Martial Arts, Sci-Fi, Shounen, Super Power",Unknown,GATCHAMAN,OVA,3,Nippon Columbia,Sentai Filmworks,Tatsunoko Production,Unknown,47 min. per ep.,PG-13,6305,7679,3158,8,47.0,"Oct 1, 1994","Apr 1, 1995",Unknown,Unknown
3155,Kingyo Chuuihou! (Movie),6.09,"Action, Comedy, Kids, Shoujo",Unknown,きんぎょ注意報！,Movie,1,Unknown,Unknown,Toei Animation,Unknown,21 min.,G,7856,12011,522,0,21.0,"Apr 25, 1992",Unknown,Unknown,Unknown
3159,The Kabocha Wine,6.56,"Slice of Life, Comedy, Romance, School",The Pumpkin Wine,Ｔｈｅかぼちゃワイン,TV,95,Unknown,Unknown,Toei Animation,Manga,25 min. per ep.,PG-13,5594,8631,2174,7,25.0,"Jul 5, 1982","Aug 27, 1984",1982,Summer
3160,Houkago Mania Club: Koi no Hoshii no,5.25,"Hentai, Yuri",After School Mania Club,放課後マニア倶楽部 -濃いの欲しいの-,OVA,2,Pink Pineapple,Unknown,Unknown,Visual novel,30 min. per ep.,Hentai,0,7734,3113,7,30.0,"Jul 25, 2003","Dec 19, 2003",Unknown,Unknown
3162,Makiba no Shoujo Katri,6.89,"Adventure, Drama, Historical, Slice of Life","Katri, Girl of the Meadows",牧場の少女カトリ,TV,49,Unknown,Unknown,Nippon Animation,Novel,25 min. per ep.,G,4097,8168,2607,8,25.0,"Jan 8, 1984","Dec 23, 1984",1984,Winter
3165,Hidamari Sketch Specials,7.54,"Slice of Life, Comedy, School, Seinen",Unknown,ひだまりスケッチ 特別編,Special,2,Lantis,Sentai Filmworks,Shaft,4-koma manga,24 min. per ep.,PG-13,1448,3841,17950,9,24.0,"Oct 18, 2007",Unknown,Unknown,Unknown
3166,Ayakashi,6.36,"Action, Sci-Fi, Horror, Fantasy",Unknown,アヤカシ,TV,12,Media Factory,Discotek Media,Tokyo Kids,Visual novel,23 min. per ep.,R-17+,6576,3196,26292,28,23.0,"Dec 12, 2007","Feb 27, 2008",2008,Winter
3167,Eve no Jikan,8.08,"Sci-Fi, Slice of Life",Time of Eve,イヴの時間,ONA,6,Directions,Unknown,Studio Rikka,Original,18 min. per ep.,PG-13,438,965,153622,1188,18.0,"Aug 1, 2008","Sep 18, 2009",Unknown,Unknown
3171,Ryoujoku Hitozuma Onsen,6.52,Hentai,Unknown,凌辱人妻温泉,OVA,2,Milky Animation Label,JapanAnime,Kazuki Production,Visual novel,30 min. per ep.,Hentai,0,7304,3696,13,30.0,"Oct 25, 2005","Jul 25, 2006",Unknown,Unknown
3174,Sola Specials,6.95,"Comedy, Romance, Slice of Life, Supernatural",Unknown,sola,Special,2,Bandai Visual,Bandai Entertainment,Nomad,Manga,24 min. per ep.,PG-13,3796,4233,14341,5,24.0,"Sep 25, 2007","Oct 26, 2007",Unknown,Unknown
3176,Nessa no Haou Gandalla,5.92,"Adventure, Drama, Fantasy, Horror, Magic, Music, Sci-Fi, Supernatural",Gandalla:The King of Burning Desert,熱沙の覇王ガンダーラ,TV,26,Big West,Unknown,Production Reed,Original,22 min. per ep.,PG-13,8483,9765,1381,2,22.0,"Apr 11, 1998","Oct 17, 1998",1998,Spring
3178,Hengen Taima Yakou Karura Mau! Nara Onryou Emaki,5.84,"Action, Adventure, Demons, Fantasy, Horror, Shoujo, Supernatural",Karura Mau Movie,変幻退魔夜行 カルラ舞う！ 奈良怨霊絵巻,Movie,1,Toshiba Entertainment,Unknown,Unknown,Manga,1 hr. 18 min.,R-17+,8709,10061,1187,2,78.0,"Apr 8, 1989",Unknown,Unknown,Unknown
3182,Massugu ni Ikou. 2nd Season,6.62,"Comedy, Josei, Romance, Slice of Life",Unknown,まっすぐにいこう。第2期,TV,5,Yomiuri Telecasting,Unknown,Yumeta Company,Manga,22 min. per ep.,PG,5297,9191,1743,3,22.0,"Mar 27, 2004","Apr 1, 2004",2004,Spring
3185,Fortune Quest L,6.42,"Adventure, Comedy, Fantasy, Magic",Fortune Quest,フォーチュン·クエストL,TV,26,E&G Films,Media Blasters,Unknown,Novel,23 min. per ep.,PG-13,6301,9440,1578,3,23.0,"Oct 18, 1997","May 23, 1998",1997,Fall
3186,Sekai Meisaku Douwa: Hakuchou no Mizuumi,7.01,"Drama, Romance, Fantasy",Swan Lake,世界名作童話 白鳥の湖,Movie,1,Toei Video,Discotek Media,Toei Animation,Unknown,1 hr. 15 min.,G,3596,7797,3025,18,75.0,"Mar 14, 1981",Unknown,Unknown,Unknown
3192,Tobira wo Akete,5.8,"Action, Sci-Fi, Adventure, Fantasy",Unknown,扉を開けて,Movie,1,Kitty Films,Unknown,Magic Bus,Novel,1 hr. 21 min.,PG-13,8859,9137,1772,1,81.0,"Nov 1, 1986",Unknown,Unknown,Unknown
3193,Asobot Senki Gokuu,6.62,"Action, Sci-Fi, Adventure, Comedy, Shounen",Monkey Typhoon,アソボット戦記五九,TV,52,TV Tokyo,Unknown,Studio Egg,Manga,23 min. per ep.,PG-13,5287,8052,2730,6,23.0,"Oct 1, 2002","Sep 30, 2003",2002,Fall
3194,Ningyohime Marina no Bouken,6.29,"Drama, Fantasy, Kids, Romance",Saban's Adventures of the Little Mermaid,人魚姫 マリーナの冒険,TV,26,Fuji TV,Saban Entertainment,Telescreen,Unknown,22 min. per ep.,G,6926,9768,1379,4,22.0,"Feb 2, 1991","Jul 27, 1991",1991,Winter
